order_id,order_date,region,sales_channel,category,product,quantity,unit_price,discount_pct,gross_sales,net_revenue,cost,profit,month,quarter
108045,2025-11-14,West,Online,Electronics,USB-C Hub,3,80.31,0.0,240.93,240.93,144.56,96.37,2025-11,2025Q4
107147,2025-10-10,West,Partner Reseller,Electronics,Bluetooth Speaker,3,15.68,0.0,47.04,47.04,28.22,18.82,2025-10,2025Q4
104369,2025-06-22,East,Retail Store,Electronics,Bluetooth Speaker,1,45.46,15.0,45.46,38.64,27.28,11.36,2025-06,2025Q2
103460,2025-05-18,South,Partner Reseller,Furniture,Filing Cabinet,1,66.74,0.0,66.74,66.74,36.71,30.03,2025-05,2025Q2
108728,2025-12-11,East,Online,Office Supplies,Sticky Notes,2,21.21,0.0,42.42,42.42,19.09,23.33,2025-12,2025Q4
107044,2025-10-06,East,Retail Store,Furniture,Standing Desk,1,250.53,0.0,250.53,250.53,137.79,112.74,2025-10,2025Q4
101646,2025-03-07,South,Retail Store,Electronics,USB-C Hub,1,47.45,0.0,47.45,47.45,28.47,18.98,2025-03,2025Q1
106294,2025-09-04,West,Partner Reseller,Home Appliances,Electric Kettle,1,95.45,0.0,95.45,95.45,55.36,40.09,2025-09,2025Q3
104226,2025-06-17,West,Online,Office Supplies,Desk Organizer,1,13.69,5.0,13.69,13.01,6.16,6.85,2025-06,2025Q2
107129,2025-10-10,South,Retail Store,Electronics,Webcam HD,1,63.2,0.0,63.2,63.2,37.92,25.28,2025-10,2025Q4
109174,2025-12-29,North,Online,Home Appliances,Air Purifier,6,41.58,0.0,249.48,249.48,144.7,104.78,2025-12,2025Q4
100807,2025-02-02,North,Partner Reseller,Electronics,Wireless Mouse,1,29.62,0.0,29.62,29.62,17.77,11.85,2025-02,2025Q1
104656,2025-07-03,West,Partner Reseller,Office Supplies,Sticky Notes,1,8.12,0.0,8.12,8.12,3.65,4.47,2025-07,2025Q3
100706,2025-01-29,East,Online,Electronics,Webcam HD,1,89.27,5.0,89.27,84.81,53.56,31.25,2025-01,2025Q1
103100,2025-05-05,East,Online,Electronics,Bluetooth Speaker,1,34.97,0.0,34.97,34.97,20.98,13.99,2025-05,2025Q2
106116,2025-08-27,East,Online,Furniture,Bookshelf,1,302.02,0.0,302.02,271.82,166.11,105.71,2025-08,2025Q3
101030,2025-02-11,South,Retail Store,Home Appliances,Desk Fan,1,29.51,0.0,29.51,29.51,17.12,12.39,2025-02,2025Q1
104600,2025-06-30,North,Online,Office Supplies,Desk Organizer,2,13.41,0.0,26.82,26.82,12.07,14.75,2025-06,2025Q2
102837,2025-04-24,East,Online,Office Supplies,Whiteboard Marker Set,1,5.05,0.0,5.05,5.05,2.27,2.78,2025-04,2025Q2
101082,2025-02-12,East,Partner Reseller,Home Appliances,Air Purifier,1,39.26,0.0,39.26,39.26,22.77,16.49,2025-02,2025Q1
105253,2025-07-25,West,Online,Furniture,Filing Cabinet,2,333.06,0.0,666.12,666.12,366.37,299.75,2025-07,2025Q3
104946,2025-07-14,South,Retail Store,Office Supplies,Desk Organizer,1,22.64,0.0,22.64,22.64,10.19,12.45,2025-07,2025Q3
102599,2025-04-15,South,Retail Store,Electronics,Bluetooth Speaker,1,37.18,0.0,37.18,37.18,22.31,14.87,2025-04,2025Q2
106386,2025-09-08,West,Partner Reseller,Electronics,Webcam HD,1,30.26,0.0,30.26,30.26,18.16,12.1,2025-09,2025Q3
103850,2025-06-02,East,Online,Furniture,Bookshelf,2,263.4,0.0,526.8,526.8,289.74,237.06,2025-06,2025Q2
108272,2025-11-23,North,Online,Office Supplies,Sticky Notes,1,19.67,0.0,19.67,19.67,8.85,10.82,2025-11,2025Q4
107792,2025-11-05,South,Retail Store,Electronics,Bluetooth Speaker,1,48.11,0.0,48.11,48.11,28.87,19.24,2025-11,2025Q4
105893,2025-08-19,East,Online,Office Supplies,Whiteboard Marker Set,2,13.89,0.0,27.78,27.78,12.5,15.28,2025-08,2025Q3
105420,2025-08-01,North,Online,Electronics,Webcam HD,2,53.28,0.0,106.56,106.56,63.94,42.62,2025-08,2025Q3
107345,2025-10-17,West,Online,Electronics,Webcam HD,2,51.88,0.0,103.76,103.76,62.26,41.5,2025-10,2025Q4
107735,2025-11-02,South,Retail Store,Home Appliances,LED Lamp,1,102.15,0.0,102.15,102.15,59.25,42.9,2025-11,2025Q4
106585,2025-09-16,South,Retail Store,Electronics,Bluetooth Speaker,4,20.97,0.0,83.88,83.88,50.33,33.55,2025-09,2025Q3
109121,2025-12-26,North,Online,Electronics,Bluetooth Speaker,1,84.7,0.0,84.7,84.7,50.82,33.88,2025-12,2025Q4
107274,2025-10-15,South,Online,Home Appliances,Electric Kettle,1,98.67,0.0,98.67,98.67,57.23,41.44,2025-10,2025Q4
107847,2025-11-07,West,Retail Store,Office Supplies,Notebook Pack,2,21.85,0.0,43.7,43.7,19.67,24.03,2025-11,2025Q4
104424,2025-06-24,South,Online,Home Appliances,Electric Kettle,1,71.41,0.0,71.41,71.41,41.42,29.99,2025-06,2025Q2
108672,2025-12-09,East,Retail Store,Office Supplies,Whiteboard Marker Set,2,9.43,0.0,18.86,18.86,8.49,10.37,2025-12,2025Q4
107701,2025-11-01,South,Online,Electronics,USB-C Hub,1,85.81,0.0,85.81,85.81,51.49,34.32,2025-11,2025Q4
103234,2025-05-09,North,Online,Home Appliances,Desk Fan,1,109.68,0.0,109.68,109.68,63.61,46.07,2025-05,2025Q2
102010,2025-03-22,South,Online,Office Supplies,Sticky Notes,1,19.33,0.0,19.33,19.33,8.7,10.63,2025-03,2025Q1
102711,2025-04-19,North,Retail Store,Electronics,Webcam HD,3,41.78,10.0,125.34,112.81,75.2,37.61,2025-04,2025Q2
102376,2025-04-05,West,Partner Reseller,Electronics,Bluetooth Speaker,2,58.89,0.0,117.78,117.78,70.67,47.11,2025-04,2025Q2
102796,2025-04-22,North,Online,Electronics,USB-C Hub,1,33.57,0.0,33.57,33.57,20.14,13.43,2025-04,2025Q2
105699,2025-08-11,North,Retail Store,Electronics,Webcam HD,2,82.87,0.0,165.74,165.74,99.44,66.3,2025-08,2025Q3
104239,2025-06-17,South,Online,Furniture,Office Chair,2,174.6,15.0,349.2,296.82,192.06,104.76,2025-06,2025Q2
102096,2025-03-25,South,Online,Electronics,Bluetooth Speaker,2,33.92,0.0,67.84,67.84,40.7,27.14,2025-03,2025Q1
104705,2025-07-04,West,Online,Electronics,Wireless Mouse,1,28.92,0.0,28.92,28.92,17.35,11.57,2025-07,2025Q3
100928,2025-02-06,North,Online,Furniture,Standing Desk,1,314.69,0.0,314.69,314.69,173.08,141.61,2025-02,2025Q1
102610,2025-04-15,West,Retail Store,Office Supplies,Notebook Pack,1,3.97,0.0,3.97,3.97,1.79,2.18,2025-04,2025Q2
108228,2025-11-21,East,Online,Electronics,Wireless Mouse,3,78.79,0.0,236.37,236.37,141.82,94.55,2025-11,2025Q4
104972,2025-07-15,South,Online,Office Supplies,Whiteboard Marker Set,2,19.74,0.0,39.48,39.48,17.77,21.71,2025-07,2025Q3
101656,2025-03-08,West,Retail Store,Furniture,Office Chair,1,172.42,0.0,172.42,172.42,94.83,77.59,2025-03,2025Q1
108810,2025-12-14,East,Online,Electronics,Wireless Mouse,1,32.58,0.0,32.58,32.58,19.55,13.03,2025-12,2025Q4
101912,2025-03-19,West,Online,Electronics,Webcam HD,1,39.68,0.0,39.68,39.68,23.81,15.87,2025-03,2025Q1
109160,2025-12-28,West,Online,Electronics,Wireless Mouse,1,30.39,5.0,30.39,28.87,18.23,10.64,2025-12,2025Q4
101103,2025-02-13,North,Online,Electronics,USB-C Hub,1,39.3,5.0,39.3,37.34,23.58,13.76,2025-02,2025Q1
101009,2025-02-10,West,Online,Office Supplies,Desk Organizer,1,19.83,0.0,19.83,16.86,8.92,7.94,2025-02,2025Q1
105936,2025-08-21,North,Online,Furniture,Filing Cabinet,1,151.82,0.0,151.82,151.82,83.5,68.32,2025-08,2025Q3
106450,2025-09-10,West,Retail Store,Office Supplies,Whiteboard Marker Set,1,6.18,0.0,6.18,6.18,2.78,3.4,2025-09,2025Q3
102986,2025-04-30,East,Retail Store,Electronics,Wireless Mouse,2,89.77,0.0,179.54,179.54,107.72,71.82,2025-04,2025Q2
104228,2025-06-17,North,Online,Electronics,Webcam HD,1,31.47,0.0,31.47,31.47,18.88,12.59,2025-06,2025Q2
104567,2025-06-29,West,Online,Home Appliances,LED Lamp,1,67.18,0.0,67.18,67.18,38.96,28.22,2025-06,2025Q2
107974,2025-11-12,North,Partner Reseller,Home Appliances,Desk Fan,1,26.72,0.0,26.72,26.72,15.5,11.22,2025-11,2025Q4
100235,2025-01-09,South,Online,Office Supplies,Desk Organizer,2,7.99,10.0,15.98,14.38,7.19,7.19,2025-01,2025Q1
102177,2025-03-28,South,Online,Office Supplies,Notebook Pack,1,5.86,0.0,5.86,5.86,2.64,3.22,2025-03,2025Q1
108556,2025-12-03,East,Online,Home Appliances,Air Purifier,1,50.6,0.0,50.6,50.6,29.35,21.25,2025-12,2025Q4
104569,2025-06-29,South,Online,Electronics,Webcam HD,1,24.72,0.0,24.72,24.72,14.83,9.89,2025-06,2025Q2
107663,2025-10-30,West,Partner Reseller,Electronics,Bluetooth Speaker,3,67.82,0.0,203.46,203.46,122.08,81.38,2025-10,2025Q4
100080,2025-01-03,North,Online,Electronics,Bluetooth Speaker,1,24.05,0.0,24.05,24.05,14.43,9.62,2025-01,2025Q1
102375,2025-04-05,East,Online,Furniture,Bookshelf,1,120.73,0.0,120.73,120.73,66.4,54.33,2025-04,2025Q2
108136,2025-11-18,South,Online,Electronics,Bluetooth Speaker,3,27.27,5.0,81.81,77.72,49.09,28.63,2025-11,2025Q4
101689,2025-03-10,West,Partner Reseller,Home Appliances,Desk Fan,1,98.63,0.0,98.63,98.63,57.21,41.42,2025-03,2025Q1
107259,2025-10-15,West,Online,Office Supplies,Desk Organizer,1,5.49,10.0,5.49,4.94,2.47,2.47,2025-10,2025Q4
108877,2025-12-16,East,Online,Office Supplies,Notebook Pack,1,14.07,0.0,14.07,14.07,6.33,7.74,2025-12,2025Q4
106461,2025-09-11,East,Online,Home Appliances,Desk Fan,2,108.91,0.0,217.82,217.82,126.34,91.48,2025-09,2025Q3
101267,2025-02-20,South,Online,Electronics,Bluetooth Speaker,3,89.59,0.0,268.77,268.77,161.26,107.51,2025-02,2025Q1
108010,2025-11-13,South,Partner Reseller,Electronics,Wireless Mouse,1,68.87,10.0,68.87,61.98,41.32,20.66,2025-11,2025Q4
104811,2025-07-08,West,Partner Reseller,Electronics,USB-C Hub,1,15.47,0.0,15.47,15.47,9.28,6.19,2025-07,2025Q3
106436,2025-09-10,South,Online,Office Supplies,Notebook Pack,2,6.36,0.0,12.72,12.72,5.72,7.0,2025-09,2025Q3
101454,2025-02-28,North,Online,Furniture,Filing Cabinet,1,98.68,15.0,98.68,83.88,54.27,29.61,2025-02,2025Q1
101737,2025-03-11,South,Online,Office Supplies,Notebook Pack,1,14.92,10.0,14.92,13.43,6.71,6.72,2025-03,2025Q1
107969,2025-11-11,North,Online,Office Supplies,Whiteboard Marker Set,1,5.93,0.0,5.93,5.93,2.67,3.26,2025-11,2025Q4
108106,2025-11-17,North,Online,Home Appliances,Air Purifier,1,29.11,0.0,29.11,29.11,16.88,12.23,2025-11,2025Q4
104145,2025-06-13,East,Partner Reseller,Office Supplies,Notebook Pack,1,17.36,0.0,17.36,17.36,7.81,9.55,2025-06,2025Q2
103429,2025-05-17,South,Online,Home Appliances,LED Lamp,1,94.06,0.0,94.06,94.06,54.55,39.51,2025-05,2025Q2
100577,2025-01-23,East,Online,Electronics,Wireless Mouse,1,89.59,0.0,89.59,89.59,53.75,35.84,2025-01,2025Q1
106525,2025-09-13,South,Online,Home Appliances,Desk Fan,1,47.58,0.0,47.58,47.58,27.6,19.98,2025-09,2025Q3
108581,2025-12-04,East,Online,Home Appliances,Air Purifier,6,56.64,5.0,339.84,322.85,197.11,125.74,2025-12,2025Q4
104842,2025-07-10,East,Online,Home Appliances,LED Lamp,1,30.6,0.0,30.6,30.6,17.75,12.85,2025-07,2025Q3
103664,2025-05-26,East,Retail Store,Furniture,Standing Desk,1,245.94,5.0,245.94,233.64,135.27,98.37,2025-05,2025Q2
105616,2025-08-08,South,Online,Office Supplies,Notebook Pack,1,8.61,0.0,8.61,8.61,3.87,4.74,2025-08,2025Q3
102753,2025-04-21,South,Retail Store,Office Supplies,Sticky Notes,2,23.78,0.0,47.56,47.56,21.4,26.16,2025-04,2025Q2
101246,2025-02-19,West,Online,Furniture,Office Chair,1,164.44,10.0,164.44,148.0,90.44,57.56,2025-02,2025Q1
107118,2025-10-09,South,Online,Office Supplies,Whiteboard Marker Set,1,23.42,0.0,23.42,23.42,10.54,12.88,2025-10,2025Q4
108360,2025-11-26,West,Online,Electronics,Wireless Mouse,3,34.98,0.0,104.94,104.94,62.96,41.98,2025-11,2025Q4
103620,2025-05-24,North,Online,Home Appliances,LED Lamp,2,46.46,0.0,92.92,92.92,53.89,39.03,2025-05,2025Q2
106197,2025-08-31,North,Retail Store,Office Supplies,Desk Organizer,1,4.68,15.0,4.68,3.98,2.11,1.87,2025-08,2025Q3
105247,2025-07-24,South,Partner Reseller,Electronics,Wireless Mouse,2,88.36,5.0,176.72,167.88,106.03,61.85,2025-07,2025Q3
104747,2025-07-06,North,Retail Store,Electronics,Webcam HD,1,75.09,0.0,75.09,75.09,45.05,30.04,2025-07,2025Q3
100843,2025-02-03,East,Online,Home Appliances,Air Purifier,1,22.36,0.0,22.36,22.36,12.97,9.39,2025-02,2025Q1
104645,2025-07-02,North,Retail Store,Home Appliances,LED Lamp,1,48.35,0.0,48.35,48.35,28.04,20.31,2025-07,2025Q3
102331,2025-04-03,North,Retail Store,Office Supplies,Whiteboard Marker Set,1,12.59,0.0,12.59,12.59,5.67,6.92,2025-04,2025Q2
102497,2025-04-10,North,Online,Electronics,USB-C Hub,1,64.5,0.0,64.5,64.5,38.7,25.8,2025-04,2025Q2
100092,2025-01-04,North,Retail Store,Furniture,Standing Desk,1,104.77,0.0,104.77,104.77,57.62,47.15,2025-01,2025Q1
105920,2025-08-20,North,Retail Store,Electronics,Bluetooth Speaker,2,88.27,0.0,176.54,176.54,105.92,70.62,2025-08,2025Q3
103464,2025-05-19,North,Online,Office Supplies,Notebook Pack,2,14.46,0.0,28.92,28.92,13.01,15.91,2025-05,2025Q2
107411,2025-10-20,North,Online,Electronics,Bluetooth Speaker,1,72.61,0.0,72.61,72.61,43.57,29.04,2025-10,2025Q4
104876,2025-07-11,South,Online,Electronics,USB-C Hub,1,69.72,5.0,69.72,66.23,41.83,24.4,2025-07,2025Q3
103989,2025-06-08,South,Retail Store,Electronics,Bluetooth Speaker,1,87.88,0.0,87.88,87.88,52.73,35.15,2025-06,2025Q2
100417,2025-01-17,North,Online,Furniture,Standing Desk,1,327.97,5.0,327.97,311.57,180.38,131.19,2025-01,2025Q1
104444,2025-06-24,South,Online,Office Supplies,Desk Organizer,1,17.39,0.0,17.39,17.39,7.83,9.56,2025-06,2025Q2
105439,2025-08-02,West,Online,Office Supplies,Notebook Pack,1,4.26,0.0,4.26,4.26,1.92,2.34,2025-08,2025Q3
104889,2025-07-11,North,Retail Store,Office Supplies,Whiteboard Marker Set,1,22.18,0.0,22.18,22.18,9.98,12.2,2025-07,2025Q3
104740,2025-07-06,West,Retail Store,Home Appliances,Air Purifier,1,107.82,0.0,107.82,107.82,62.54,45.28,2025-07,2025Q3
102890,2025-04-25,East,Retail Store,Home Appliances,Electric Kettle,1,116.63,10.0,116.63,104.97,67.65,37.32,2025-04,2025Q2
101022,2025-02-10,East,Online,Home Appliances,Desk Fan,1,57.8,0.0,57.8,57.8,33.52,24.28,2025-02,2025Q1
108699,2025-12-10,East,Retail Store,Home Appliances,Electric Kettle,6,117.09,0.0,702.54,702.54,407.47,295.07,2025-12,2025Q4
108930,2025-12-18,North,Online,Home Appliances,LED Lamp,1,76.69,5.0,76.69,72.86,44.48,28.38,2025-12,2025Q4
106637,2025-09-18,South,Online,Office Supplies,Notebook Pack,1,9.95,0.0,9.95,9.95,4.48,5.47,2025-09,2025Q3
108158,2025-11-18,South,Online,Electronics,Bluetooth Speaker,1,17.44,0.0,17.44,17.44,10.46,6.98,2025-11,2025Q4
105144,2025-07-21,East,Partner Reseller,Electronics,Wireless Mouse,1,78.35,0.0,78.35,78.35,47.01,31.34,2025-07,2025Q3
100490,2025-01-20,North,Online,Office Supplies,Whiteboard Marker Set,1,23.43,0.0,23.43,23.43,10.54,12.89,2025-01,2025Q1
107826,2025-11-06,West,Online,Office Supplies,Whiteboard Marker Set,1,20.52,0.0,20.52,20.52,9.23,11.29,2025-11,2025Q4
100343,2025-01-14,East,Retail Store,Office Supplies,Desk Organizer,1,22.71,0.0,22.71,22.71,10.22,12.49,2025-01,2025Q1
104675,2025-07-03,South,Online,Office Supplies,Notebook Pack,1,15.78,0.0,15.78,15.78,7.1,8.68,2025-07,2025Q3
108003,2025-11-12,West,Online,Electronics,Webcam HD,1,40.35,0.0,40.35,40.35,24.21,16.14,2025-11,2025Q4
100670,2025-01-27,North,Online,Home Appliances,Air Purifier,2,25.27,0.0,50.54,50.54,29.31,21.23,2025-01,2025Q1
109140,2025-12-27,West,Online,Electronics,USB-C Hub,1,54.56,0.0,54.56,54.56,32.74,21.82,2025-12,2025Q4
105918,2025-08-20,South,Retail Store,Home Appliances,LED Lamp,1,115.08,0.0,115.08,115.08,66.75,48.33,2025-08,2025Q3
104249,2025-06-18,South,Retail Store,Office Supplies,Sticky Notes,1,13.39,0.0,13.39,13.39,6.03,7.36,2025-06,2025Q2
105900,2025-08-19,South,Online,Home Appliances,Desk Fan,1,81.61,0.0,81.61,81.61,47.33,34.28,2025-08,2025Q3
100538,2025-01-22,East,Retail Store,Furniture,Office Chair,2,73.05,0.0,146.1,146.1,80.36,65.74,2025-01,2025Q1
102598,2025-04-14,North,Online,Home Appliances,Desk Fan,4,77.91,0.0,311.64,311.64,180.75,130.89,2025-04,2025Q2
108624,2025-12-06,West,Retail Store,Furniture,Bookshelf,1,292.01,0.0,292.01,292.01,160.61,131.4,2025-12,2025Q4
102560,2025-04-13,East,Retail Store,Electronics,Bluetooth Speaker,1,78.94,0.0,78.94,78.94,47.36,31.58,2025-04,2025Q2
100985,2025-02-09,East,Online,Electronics,Bluetooth Speaker,1,68.73,5.0,68.73,65.29,41.24,24.05,2025-02,2025Q1
105924,2025-08-20,South,Online,Home Appliances,LED Lamp,1,50.98,5.0,50.98,48.43,29.57,18.86,2025-08,2025Q3
107057,2025-10-06,North,Online,Electronics,Wireless Mouse,1,43.3,0.0,43.3,43.3,25.98,17.32,2025-10,2025Q4
103917,2025-06-04,South,Online,Home Appliances,Desk Fan,1,67.32,5.0,67.32,63.95,39.05,24.9,2025-06,2025Q2
107838,2025-11-06,North,Online,Electronics,USB-C Hub,1,79.28,5.0,79.28,75.32,47.57,27.75,2025-11,2025Q4
100127,2025-01-05,North,Retail Store,Furniture,Bookshelf,2,79.79,10.0,159.58,143.62,87.77,55.85,2025-01,2025Q1
103639,2025-05-25,West,Retail Store,Electronics,Webcam HD,1,37.87,0.0,37.87,37.87,22.72,15.15,2025-05,2025Q2
103484,2025-05-19,North,Online,Electronics,Wireless Mouse,1,59.63,0.0,59.63,59.63,35.78,23.85,2025-05,2025Q2
104451,2025-06-25,North,Online,Office Supplies,Sticky Notes,1,22.24,0.0,22.24,22.24,10.01,12.23,2025-06,2025Q2
106199,2025-08-31,East,Online,Furniture,Office Chair,4,204.61,0.0,818.44,818.44,450.14,368.3,2025-08,2025Q3
100166,2025-01-07,East,Online,Electronics,Bluetooth Speaker,1,49.14,0.0,49.14,49.14,29.48,19.66,2025-01,2025Q1
106928,2025-09-30,West,Online,Electronics,USB-C Hub,1,19.28,0.0,19.28,19.28,11.57,7.71,2025-09,2025Q3
105404,2025-08-01,North,Partner Reseller,Office Supplies,Sticky Notes,1,23.83,0.0,23.83,23.83,10.72,13.11,2025-08,2025Q3
100152,2025-01-06,East,Retail Store,Electronics,Wireless Mouse,2,61.4,10.0,122.8,110.52,73.68,36.84,2025-01,2025Q1
102085,2025-03-25,South,Online,Electronics,Webcam HD,1,23.64,0.0,23.64,23.64,14.18,9.46,2025-03,2025Q1
106883,2025-09-28,North,Online,Office Supplies,Desk Organizer,1,8.83,0.0,8.83,8.83,3.97,4.86,2025-09,2025Q3
104684,2025-07-04,North,Online,Electronics,Wireless Mouse,1,37.31,0.0,37.31,37.31,22.39,14.92,2025-07,2025Q3
104571,2025-06-29,North,Retail Store,Electronics,Bluetooth Speaker,1,32.99,0.0,32.99,32.99,19.79,13.2,2025-06,2025Q2
105792,2025-08-14,South,Retail Store,Office Supplies,Whiteboard Marker Set,2,12.87,0.0,25.74,25.74,11.58,14.16,2025-08,2025Q3
105795,2025-08-14,West,Online,Electronics,USB-C Hub,1,47.35,0.0,47.35,47.35,28.41,18.94,2025-08,2025Q3
105606,2025-08-08,East,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,11.75,10.0,11.75,10.57,5.29,5.28,2025-08,2025Q3
108764,2025-12-12,West,Online,Office Supplies,Notebook Pack,1,11.25,15.0,11.25,9.56,5.06,4.5,2025-12,2025Q4
106071,2025-08-26,East,Partner Reseller,Home Appliances,Desk Fan,1,44.74,0.0,44.74,44.74,25.95,18.79,2025-08,2025Q3
105333,2025-07-29,West,Partner Reseller,Electronics,Wireless Mouse,1,37.84,5.0,37.84,35.95,22.7,13.25,2025-07,2025Q3
108447,2025-11-29,South,Online,Home Appliances,Electric Kettle,3,98.21,0.0,294.63,294.63,170.89,123.74,2025-11,2025Q4
104447,2025-06-25,North,Online,Office Supplies,Notebook Pack,2,7.97,0.0,15.94,15.94,7.17,8.77,2025-06,2025Q2
104458,2025-06-25,South,Online,Electronics,USB-C Hub,2,67.05,0.0,134.1,134.1,80.46,53.64,2025-06,2025Q2
105807,2025-08-15,West,Retail Store,Office Supplies,Sticky Notes,1,12.96,0.0,12.96,12.96,5.83,7.13,2025-08,2025Q3
103506,2025-05-20,East,Retail Store,Office Supplies,Whiteboard Marker Set,1,13.42,0.0,13.42,13.42,6.04,7.38,2025-05,2025Q2
104446,2025-06-25,East,Online,Electronics,Webcam HD,4,73.37,5.0,293.48,278.81,176.09,102.72,2025-06,2025Q2
100515,2025-01-21,East,Retail Store,Electronics,USB-C Hub,1,39.33,10.0,39.33,35.4,23.6,11.8,2025-01,2025Q1
108062,2025-11-15,North,Retail Store,Electronics,USB-C Hub,3,87.79,0.0,263.37,263.37,158.02,105.35,2025-11,2025Q4
101765,2025-03-12,East,Online,Home Appliances,Electric Kettle,1,90.22,0.0,90.22,90.22,52.33,37.89,2025-03,2025Q1
108959,2025-12-19,South,Online,Office Supplies,Sticky Notes,1,3.94,5.0,3.94,3.74,1.77,1.97,2025-12,2025Q4
107159,2025-10-10,South,Retail Store,Office Supplies,Desk Organizer,1,23.96,0.0,23.96,23.96,10.78,13.18,2025-10,2025Q4
107575,2025-10-27,West,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,16.18,0.0,16.18,16.18,7.28,8.9,2025-10,2025Q4
101046,2025-02-11,East,Partner Reseller,Home Appliances,LED Lamp,3,47.89,0.0,143.67,143.67,83.33,60.34,2025-02,2025Q1
106802,2025-09-25,North,Online,Furniture,Bookshelf,1,92.0,10.0,92.0,82.8,50.6,32.2,2025-09,2025Q3
108478,2025-12-01,East,Retail Store,Office Supplies,Whiteboard Marker Set,1,7.67,15.0,7.67,6.52,3.45,3.07,2025-12,2025Q4
105235,2025-07-24,East,Online,Electronics,Wireless Mouse,1,54.08,0.0,54.08,54.08,32.45,21.63,2025-07,2025Q3
101965,2025-03-20,West,Partner Reseller,Office Supplies,Sticky Notes,2,18.95,0.0,37.9,37.9,17.05,20.85,2025-03,2025Q1
101768,2025-03-12,West,Online,Office Supplies,Desk Organizer,2,11.32,5.0,22.64,21.51,10.19,11.32,2025-03,2025Q1
102872,2025-04-25,East,Online,Home Appliances,LED Lamp,1,52.18,15.0,52.18,44.35,30.26,14.09,2025-04,2025Q2
100972,2025-02-08,West,Retail Store,Office Supplies,Desk Organizer,1,18.12,15.0,18.12,15.4,8.15,7.25,2025-02,2025Q1
101341,2025-02-24,South,Retail Store,Office Supplies,Whiteboard Marker Set,1,4.89,15.0,4.89,4.16,2.2,1.96,2025-02,2025Q1
100390,2025-01-16,East,Retail Store,Electronics,Wireless Mouse,3,57.16,0.0,171.48,171.48,102.89,68.59,2025-01,2025Q1
108851,2025-12-15,South,Retail Store,Furniture,Office Chair,1,225.51,0.0,225.51,225.51,124.03,101.48,2025-12,2025Q4
108561,2025-12-03,South,Retail Store,Furniture,Office Chair,3,162.28,0.0,486.84,486.84,267.76,219.08,2025-12,2025Q4
108211,2025-11-20,North,Online,Home Appliances,LED Lamp,1,83.07,0.0,83.07,83.07,48.18,34.89,2025-11,2025Q4
101231,2025-02-19,East,Online,Electronics,Webcam HD,1,58.94,0.0,58.94,58.94,35.36,23.58,2025-02,2025Q1
108960,2025-12-19,East,Online,Home Appliances,LED Lamp,6,99.7,0.0,598.2,598.2,346.96,251.24,2025-12,2025Q4
107111,2025-10-09,North,Retail Store,Office Supplies,Notebook Pack,1,20.71,0.0,20.71,20.71,9.32,11.39,2025-10,2025Q4
102244,2025-04-01,West,Retail Store,Electronics,Bluetooth Speaker,3,55.96,10.0,167.88,151.09,100.73,50.36,2025-04,2025Q2
104495,2025-06-26,East,Online,Electronics,Webcam HD,1,24.22,0.0,24.22,24.22,14.53,9.69,2025-06,2025Q2
105265,2025-07-25,South,Retail Store,Electronics,USB-C Hub,1,61.01,10.0,61.01,54.91,36.61,18.3,2025-07,2025Q3
104984,2025-07-15,West,Partner Reseller,Electronics,Webcam HD,1,55.93,0.0,55.93,55.93,33.56,22.37,2025-07,2025Q3
101517,2025-03-02,South,Online,Office Supplies,Desk Organizer,3,15.68,0.0,47.04,47.04,21.17,25.87,2025-03,2025Q1
100879,2025-02-05,North,Online,Electronics,Bluetooth Speaker,2,80.68,0.0,161.36,161.36,96.82,64.54,2025-02,2025Q1
105790,2025-08-14,South,Retail Store,Office Supplies,Notebook Pack,2,10.97,0.0,21.94,21.94,9.87,12.07,2025-08,2025Q3
109022,2025-12-22,South,Online,Electronics,Bluetooth Speaker,3,33.91,0.0,101.73,101.73,61.04,40.69,2025-12,2025Q4
101021,2025-02-10,East,Retail Store,Electronics,Wireless Mouse,1,16.09,10.0,16.09,14.48,9.65,4.83,2025-02,2025Q1
104598,2025-06-30,South,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,22.03,0.0,22.03,22.03,9.91,12.12,2025-06,2025Q2
105053,2025-07-18,North,Retail Store,Electronics,USB-C Hub,2,43.84,0.0,87.68,87.68,52.61,35.07,2025-07,2025Q3
109218,2025-12-30,North,Retail Store,Office Supplies,Sticky Notes,3,6.06,5.0,18.18,17.27,8.18,9.09,2025-12,2025Q4
108774,2025-12-12,East,Online,Office Supplies,Desk Organizer,1,11.68,5.0,11.68,11.1,5.26,5.84,2025-12,2025Q4
100097,2025-01-04,West,Online,Furniture,Standing Desk,1,230.61,0.0,230.61,230.61,126.84,103.77,2025-01,2025Q1
107307,2025-10-16,East,Online,Electronics,Webcam HD,1,16.04,5.0,16.04,15.24,9.62,5.62,2025-10,2025Q4
107958,2025-11-11,South,Online,Electronics,Bluetooth Speaker,1,66.1,0.0,66.1,66.1,39.66,26.44,2025-11,2025Q4
105013,2025-07-16,North,Online,Home Appliances,Desk Fan,2,51.35,0.0,102.7,102.7,59.57,43.13,2025-07,2025Q3
108698,2025-12-10,West,Online,Furniture,Standing Desk,1,124.03,0.0,124.03,124.03,68.22,55.81,2025-12,2025Q4
