order_id,order_date,region,sales_channel,category,product,quantity,unit_price,discount_pct,gross_sales,net_revenue,cost,profit
102168,2025-03-28,North,Online,Office Supplies,Desk Organizer,1,11.41,0.0,11.41,11.41,5.13,6.28
101996,2025-03-22,South,Online,Electronics,Wireless Mouse,1,23.83,0.0,23.83,23.83,14.3,9.53
103262,2025-05-11,South,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,24.64,0.0,24.64,24.64,11.09,13.55
104430,2025-06-24,East,Retail Store,Office Supplies,Whiteboard Marker Set,1,22.94,0.0,22.94,22.94,10.32,12.62
108806,2025-12-14,West,Online,Electronics,Webcam HD,3,83.53,0.0,250.59,250.59,150.35,100.24
107703,2025-11-01,South,Online,Furniture,Bookshelf,1,63.21,0.0,63.21,63.21,34.77,28.44
103682,2025-05-26,South,Online,Home Appliances,Air Purifier,1,74.4,0.0,74.4,74.4,43.15,31.25
102214,2025-03-30,North,Retail Store,Home Appliances,Air Purifier,1,87.23,10.0,87.23,78.51,50.59,27.92
100048,2025-01-02,South,Retail Store,Home Appliances,LED Lamp,1,65.83,0.0,65.83,65.83,38.18,27.65
108297,2025-11-24,North,Online,Electronics,USB-C Hub,1,28.59,0.0,28.59,28.59,17.15,11.44
100574,2025-01-23,North,Online,Office Supplies,Desk Organizer,2,16.3,0.0,32.6,32.6,14.67,17.93
107726,2025-11-02,West,Online,Home Appliances,LED Lamp,3,66.36,0.0,199.08,199.08,115.47,83.61
103416,2025-05-16,North,Retail Store,Office Supplies,Desk Organizer,3,11.32,5.0,33.96,32.26,15.28,16.98
100065,2025-01-03,South,Online,Home Appliances,LED Lamp,1,53.57,0.0,53.57,53.57,31.07,22.5
107631,2025-10-29,North,Retail Store,Electronics,Bluetooth Speaker,1,23.65,15.0,23.65,20.1,14.19,5.91
105580,2025-08-07,South,Online,Home Appliances,Electric Kettle,1,82.27,0.0,82.27,82.27,47.72,34.55
101054,2025-02-11,North,Retail Store,Electronics,Webcam HD,2,17.98,0.0,35.96,35.96,21.58,14.38
107474,2025-10-22,East,Retail Store,Furniture,Filing Cabinet,1,348.15,0.0,348.15,348.15,191.48,156.67
103415,2025-05-16,North,Online,Office Supplies,Sticky Notes,1,15.89,0.0,15.89,15.89,7.15,8.74
101518,2025-03-02,North,Online,Electronics,Wireless Mouse,2,78.86,0.0,157.72,157.72,94.63,63.09
101228,2025-02-19,South,Retail Store,Office Supplies,Notebook Pack,1,11.5,15.0,11.5,9.78,5.17,4.61
105019,2025-07-16,East,Online,Home Appliances,Air Purifier,1,71.69,0.0,71.69,71.69,41.58,30.11
105394,2025-07-31,South,Online,Home Appliances,Desk Fan,1,101.42,0.0,101.42,101.42,58.82,42.6
105750,2025-08-13,South,Partner Reseller,Home Appliances,Air Purifier,1,110.45,0.0,110.45,110.45,64.06,46.39
101554,2025-03-04,North,Partner Reseller,Furniture,Bookshelf,1,332.85,0.0,332.85,332.85,183.07,149.78
101834,2025-03-15,West,Online,Electronics,Wireless Mouse,1,35.91,0.0,35.91,35.91,21.55,14.36
105062,2025-07-18,North,Retail Store,Home Appliances,Desk Fan,1,114.32,0.0,114.32,114.32,66.31,48.01
107330,2025-10-17,West,Retail Store,Home Appliances,LED Lamp,1,81.54,0.0,81.54,81.54,47.29,34.25
103602,2025-05-23,North,Online,Furniture,Bookshelf,2,172.46,5.0,344.92,327.67,189.71,137.96
104302,2025-06-19,West,Online,Electronics,USB-C Hub,4,84.44,0.0,337.76,337.76,202.66,135.1
108570,2025-12-04,North,Online,Home Appliances,Electric Kettle,1,106.17,0.0,106.17,106.17,61.58,44.59
100488,2025-01-20,North,Partner Reseller,Office Supplies,Notebook Pack,2,3.23,0.0,6.46,6.46,2.91,3.55
107864,2025-11-07,,Online,Home Appliances,Desk Fan,1,108.93,0.0,108.93,108.93,63.18,45.75
105901,2025-08-19,South,Retail Store,Electronics,Webcam HD,2,31.71,10.0,63.42,57.08,38.05,19.03
104475,2025-06-25,North,Retail Store,Furniture,Standing Desk,1,89.4,0.0,89.4,89.4,49.17,40.23
105396,2025-07-31,North,Online,Electronics,USB-C Hub,2,84.3,5.0,168.6,160.17,101.16,59.01
104666,2025-07-03,North,Retail Store,Office Supplies,Notebook Pack,1,15.9,0.0,15.9,15.9,7.16,8.74
104601,2025-06-30,South,Partner Reseller,Electronics,Webcam HD,1,37.47,10.0,37.47,33.72,22.48,11.24
107244,2025-10-14,North,Retail Store,Furniture,Office Chair,2,177.13,15.0,354.26,301.12,194.84,106.28
106974,2025-10-01,North,Retail Store,Office Supplies,Sticky Notes,1,3.29,5.0,3.29,3.13,1.48,1.65
101026,2025-02-11,North,Online,Electronics,Bluetooth Speaker,1,34.76,15.0,34.76,29.55,20.86,8.69
108378,2025-11-27,North,Online,Electronics,USB-C Hub,1,44.23,0.0,44.23,44.23,26.54,17.69
108142,2025-11-18,North,Online,Furniture,Office Chair,1,221.55,0.0,221.55,221.55,121.85,99.7
107590,2025-10-28,West,Retail Store,Office Supplies,Notebook Pack,2,19.98,0.0,39.96,39.96,17.98,21.98
108429,2025-11-28,North,Online,Electronics,USB-C Hub,6,71.88,0.0,431.28,431.28,258.77,172.51
103527,2025-05-21,East,Retail Store,Office Supplies,Whiteboard Marker Set,1,12.21,0.0,12.21,12.21,5.49,6.72
103670,2025-05-26,South,Online,Home Appliances,Desk Fan,1,30.43,0.0,30.43,30.43,17.65,12.78
109014,2025-12-22,North,Partner Reseller,Office Supplies,Desk Organizer,3,13.33,0.0,39.99,39.99,18.0,21.99
101035,2025-02-11,South,Online,Office Supplies,Desk Organizer,4,12.46,0.0,49.84,49.84,22.43,27.41
101032,2025-02-11,North,Online,Electronics,Wireless Mouse,1,76.56,0.0,76.56,76.56,45.94,30.62
105168,2025-07-22,East,Online,Electronics,Wireless Mouse,3,68.85,0.0,206.55,206.55,123.93,82.62
106835,2025-09-26,East,Retail Store,Home Appliances,Desk Fan,1,108.41,0.0,108.41,108.41,62.88,45.53
103087,2025-05-04,North,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,13.04,0.0,13.04,13.04,5.87,7.17
106388,2025-09-08,West,Online,Office Supplies,Sticky Notes,1,11.94,0.0,11.94,11.94,5.37,6.57
104467,2025-06-25,North,Online,Home Appliances,Air Purifier,1,100.45,0.0,100.45,100.45,58.26,42.19
109007,2025-12-22,East,Retail Store,Electronics,Wireless Mouse,6,59.42,5.0,356.52,338.69,213.91,124.78
100758,2025-01-31,South,Online,Office Supplies,Notebook Pack,2,9.83,10.0,19.66,17.69,8.85,8.84
102793,2025-04-22,South,Online,Electronics,Wireless Mouse,2,19.44,5.0,38.88,36.94,23.33,13.61
105007,2025-07-16,North,Partner Reseller,Home Appliances,Desk Fan,1,97.26,5.0,97.26,92.4,56.41,35.99
104703,2025-07-04,North,Online,Furniture,Office Chair,1,222.25,0.0,222.25,222.25,122.24,100.01
104181,2025-06-15,West,Online,Office Supplies,Sticky Notes,2,15.04,15.0,30.08,25.57,13.54,12.03
105164,2025-07-22,North,Retail Store,Electronics,Webcam HD,2,51.64,0.0,103.28,103.28,61.97,41.31
101148,2025-02-15,,Online,Furniture,Standing Desk,2,311.06,0.0,622.12,622.12,342.17,279.95
101678,2025-03-09,West,Online,Furniture,Standing Desk,1,154.36,0.0,154.36,154.36,84.9,69.46
105592,2025-08-07,West,Online,Electronics,Bluetooth Speaker,1,44.8,0.0,44.8,44.8,26.88,17.92
106716,2025-09-22,North,Retail Store,Office Supplies,Notebook Pack,1,10.98,0.0,10.98,10.98,4.94,6.04
103458,2025-05-18,West,Online,Furniture,Bookshelf,1,227.79,5.0,227.79,216.4,125.28,91.12
106113,2025-08-27,South,Online,Furniture,Filing Cabinet,2,211.29,10.0,422.58,380.32,232.42,147.9
103053,2025-05-02,North,Retail Store,Office Supplies,Sticky Notes,2,3.18,0.0,6.36,6.36,2.86,3.5
102151,2025-03-27,West,Online,Furniture,Office Chair,2,150.19,0.0,300.38,300.38,165.21,135.17
106027,2025-08-24,South,Partner Reseller,Office Supplies,Notebook Pack,2,11.6,5.0,23.2,22.04,10.44,11.6
103595,2025-05-23,East,Partner Reseller,Electronics,Wireless Mouse,4,23.52,0.0,94.08,94.08,56.45,37.63
102275,2025-04-02,North,Online,Home Appliances,Air Purifier,1,67.72,0.0,67.72,67.72,39.28,28.44
104422,2025-06-24,West,Retail Store,Electronics,Wireless Mouse,1,30.7,0.0,30.7,30.7,18.42,12.28
103544,2025-05-21,East,Retail Store,Home Appliances,LED Lamp,2,67.42,0.0,134.84,134.84,78.21,56.63
101810,2025-03-14,West,Online,Home Appliances,LED Lamp,1,66.46,0.0,66.46,66.46,38.55,27.91
108755,2025-12-11,South,Retail Store,Electronics,USB-C Hub,1,73.0,0.0,73.0,73.0,43.8,29.2
102752,2025-04-21,West,Retail Store,Home Appliances,Air Purifier,1,43.68,10.0,43.68,39.31,25.33,13.98
108972,2025-12-20,East,Online,Electronics,Bluetooth Speaker,3,63.65,10.0,190.95,171.85,114.57,57.28
104148,2025-06-14,East,Retail Store,Furniture,Standing Desk,1,317.94,0.0,317.94,317.94,174.87,143.07
106411,2025-09-09,West,Online,Home Appliances,Air Purifier,2,69.14,0.0,138.28,138.28,80.2,58.08
107580,2025-10-27,South,Online,Home Appliances,LED Lamp,1,42.98,0.0,42.98,42.98,24.93,18.05
106232,2025-09-01,West,Partner Reseller,Home Appliances,Electric Kettle,1,33.86,0.0,33.86,33.86,19.64,14.22
102784,2025-04-22,East,Online,Office Supplies,Sticky Notes,1,16.69,0.0,16.69,16.69,7.51,9.18
102217,2025-03-30,East,Online,Furniture,Office Chair,1,89.39,15.0,89.39,75.98,49.16,26.82
103011,2025-05-01,East,Online,Furniture,Filing Cabinet,1,317.14,15.0,317.14,269.57,174.43,95.14
105842,2025-08-17,,Online,Office Supplies,Desk Organizer,2,17.56,0.0,35.12,35.12,15.8,19.32
101187,2025-02-17,East,Online,Furniture,Bookshelf,1,214.72,0.0,214.72,214.72,118.1,96.62
104610,2025-07-01,North,Partner Reseller,Electronics,Webcam HD,2,88.76,0.0,177.52,177.52,106.51,71.01
106499,2025-09-12,West,Retail Store,Home Appliances,Electric Kettle,4,63.05,0.0,252.2,252.2,146.28,105.92
100061,2025-01-03,East,Retail Store,Electronics,Webcam HD,1,70.82,0.0,70.82,70.82,42.49,28.33
104787,2025-07-08,North,Online,Office Supplies,Sticky Notes,2,16.07,0.0,32.14,32.14,14.46,17.68
102046,2025-03-24,West,Online,Furniture,Bookshelf,2,123.63,0.0,247.26,247.26,135.99,111.27
102978,2025-04-29,North,Online,Home Appliances,Desk Fan,1,31.85,0.0,31.85,31.85,18.47,13.38
107209,2025-10-13,East,Retail Store,Home Appliances,Desk Fan,2,33.23,0.0,66.46,66.46,38.55,27.91
106874,2025-09-27,East,Online,Electronics,Bluetooth Speaker,2,64.17,0.0,128.34,128.34,77.0,51.34
103177,2025-05-07,South,Partner Reseller,Electronics,Bluetooth Speaker,2,60.44,0.0,120.88,120.88,72.53,48.35
102150,2025-03-27,South,Online,Electronics,Bluetooth Speaker,1,16.2,0.0,16.2,16.2,9.72,6.48
102852,2025-04-24,North,Online,Electronics,Wireless Mouse,1,73.17,5.0,73.17,69.51,43.9,25.61
105322,2025-07-29,East,Online,Electronics,Bluetooth Speaker,2,62.24,0.0,124.48,124.48,74.69,49.79
107888,2025-11-07,West,Online,Home Appliances,Electric Kettle,3,89.74,0.0,269.22,269.22,156.15,113.07
106956,2025-10-01,West,Online,Furniture,Filing Cabinet,1,128.33,0.0,128.33,128.33,70.58,57.75
102614,2025-04-15,South,Online,Home Appliances,LED Lamp,1,37.26,0.0,37.26,37.26,21.61,15.65
101016,2025-02-10,East,Partner Reseller,Office Supplies,Sticky Notes,2,3.12,0.0,6.24,6.24,2.81,3.43
107530,2025-10-25,North,Online,Electronics,Webcam HD,2,54.04,10.0,108.08,97.27,64.85,32.42
100457,2025-01-19,South,Online,Office Supplies,Sticky Notes,2,18.09,15.0,36.18,30.75,16.28,14.47
105361,2025-07-30,North,Online,Office Supplies,Whiteboard Marker Set,1,23.42,0.0,23.42,23.42,10.54,12.88
102839,2025-04-24,East,Partner Reseller,Office Supplies,Whiteboard Marker Set,4,4.57,10.0,18.28,16.45,8.23,8.22
104973,2025-07-15,South,Online,Office Supplies,Sticky Notes,1,5.81,10.0,5.81,5.23,2.61,2.62
108145,2025-11-18,South,Partner Reseller,Office Supplies,Whiteboard Marker Set,1,7.41,10.0,7.41,6.67,3.33,3.34
107472,2025-10-22,West,Online,Office Supplies,Sticky Notes,3,14.78,5.0,44.34,42.12,19.95,22.17
108282,2025-11-23,South,Retail Store,Office Supplies,Whiteboard Marker Set,1,23.25,0.0,23.25,23.25,10.46,12.79
106269,2025-09-03,North,Online,Home Appliances,Air Purifier,1,95.28,0.0,95.28,95.28,55.26,40.02
107710,2025-11-01,North,Partner Reseller,Office Supplies,Notebook Pack,1,23.42,5.0,23.42,22.25,10.54,11.71
105454,2025-08-02,South,Online,Furniture,Office Chair,2,189.23,0.0,378.46,378.46,208.15,170.31
104635,2025-07-02,East,Retail Store,Office Supplies,Sticky Notes,2,12.41,5.0,24.82,23.58,11.17,12.41
103153,2025-05-07,West,Online,Furniture,Filing Cabinet,2,220.24,5.0,440.48,418.46,242.26,176.2
100851,2025-02-03, East,Partner Reseller,Electronics,Webcam HD,1,41.75,0.0,41.75,41.75,25.05,16.7
101840,2025-03-15,West,Online,Home Appliances,Desk Fan,1,20.96,0.0,20.96,20.96,12.16,8.8
102734,2025-04-20,East,Retail Store,Office Supplies,Desk Organizer,1,5.93,0.0,5.93,5.93,2.67,3.26
100432,2025-01-18,South,Online,Office Supplies,Sticky Notes,2,11.53,0.0,23.06,23.06,10.38,12.68
101659,2025-03-08,East,Retail Store,Electronics,Webcam HD,1,88.98,0.0,88.98,88.98,53.39,35.59
103716,2025-05-27,West,Online,Electronics,USB-C Hub,1,43.1,15.0,43.1,36.64,25.86,10.78
108681,2025-12-09,South,Online,Furniture,Standing Desk,1,182.4,0.0,182.4,182.4,100.32,82.08
101629,2025-03-07,North,Retail Store,Office Supplies,Notebook Pack,1,22.33,15.0,22.33,18.98,10.05,8.93
105118,2025-07-21,North,Retail Store,Office Supplies,Whiteboard Marker Set,1,13.08,0.0,13.08,13.08,5.89,7.19
102265,2025-04-01,North,Retail Store,Electronics,Wireless Mouse,1,27.77,10.0,27.77,24.99,16.66,8.33
104566,2025-06-29,West,Retail Store,Office Supplies,Sticky Notes,1,7.26,5.0,7.26,6.9,3.27,3.63
108045,2025-11-14,West,Online,Electronics,USB-C Hub,3,80.31,0.0,240.93,240.93,144.56,96.37
107147,2025-10-10,West,Partner Reseller,Electronics,Bluetooth Speaker,3,15.68,0.0,47.04,47.04,28.22,18.82
104369,2025-06-22,East,Retail Store,Electronics,Bluetooth Speaker,1,45.46,15.0,45.46,38.64,27.28,11.36
103460,2025-05-18,South,Partner Reseller,Furniture,Filing Cabinet,1,66.74,0.0,66.74,66.74,36.71,30.03
108728,2025-12-11,East,Online,Office Supplies,Sticky Notes,2,21.21,0.0,42.42,42.42,19.09,23.33
107044,2025-10-06,East,Retail Store,Furniture,Standing Desk,1,250.53,0.0,250.53,250.53,137.79,112.74
101646,2025-03-07,South,Retail Store,Electronics,USB-C Hub,1,47.45,0.0,47.45,47.45,28.47,18.98
106294,2025-09-04,West,Partner Reseller,Home Appliances,Electric Kettle,1,95.45,0.0,95.45,95.45,55.36,40.09
104226,2025-06-17,West,Online,Office Supplies,Desk Organizer,1,13.69,5.0,13.69,13.01,6.16,6.85
107129,2025-10-10,South,Retail Store,Electronics,Webcam HD,1,63.2,0.0,63.2,63.2,37.92,25.28
109174,2025-12-29,North,Online,Home Appliances,Air Purifier,6,41.58,0.0,249.48,249.48,144.7,104.78
100807,2025-02-02,North,Partner Reseller,Electronics,Wireless Mouse,1,29.62,0.0,29.62,29.62,17.77,11.85
104656,2025-07-03,West,Partner Reseller,Office Supplies,Sticky Notes,1,8.12,0.0,8.12,8.12,3.65,4.47
100706,2025-01-29,East,Online,Electronics,Webcam HD,1,89.27,5.0,89.27,84.81,53.56,31.25
103100,2025-05-05,East,Online,Electronics,Bluetooth Speaker,1,34.97,0.0,34.97,34.97,20.98,13.99
106116,2025-08-27, East,Online,Furniture,Bookshelf,1,302.02,,302.02,271.82,166.11,105.71
101030,2025-02-11,South,Retail Store,Home Appliances,Desk Fan,1,29.51,0.0,29.51,29.51,17.12,12.39
104600,2025-06-30,North,Online,Office Supplies,Desk Organizer,2,13.41,0.0,26.82,26.82,12.07,14.75
102837,2025-04-24,East,Online,Office Supplies,Whiteboard Marker Set,1,5.05,0.0,5.05,5.05,2.27,2.78
101082,2025-02-12,East,Partner Reseller,Home Appliances,Air Purifier,1,39.26,0.0,39.26,39.26,22.77,16.49
105253,2025-07-25,West,Online,Furniture,Filing Cabinet,2,333.06,0.0,666.12,666.12,366.37,299.75
104946,2025-07-14,South,Retail Store,Office Supplies,Desk Organizer,1,22.64,0.0,22.64,22.64,10.19,12.45
102599,2025-04-15,South,Retail Store,Electronics,Bluetooth Speaker,1,37.18,0.0,37.18,37.18,22.31,14.87
106386,2025-09-08,West,Partner Reseller,Electronics,Webcam HD,1,30.26,0.0,30.26,30.26,18.16,12.1
103850,2025-06-02,East,Online,Furniture,Bookshelf,2,263.4,0.0,526.8,526.8,289.74,237.06
108272,2025-11-23,North,Online,Office Supplies,Sticky Notes,1,19.67,0.0,19.67,19.67,8.85,10.82
107792,2025-11-05,South,Retail Store,Electronics,Bluetooth Speaker,1,48.11,0.0,48.11,48.11,28.87,19.24
105893,2025-08-19,East,Online,Office Supplies,Whiteboard Marker Set,2,13.89,0.0,27.78,27.78,12.5,15.28
105420,2025-08-01,North,Online,Electronics,Webcam HD,2,53.28,0.0,106.56,106.56,63.94,42.62
107345,2025-10-17,West,Online,Electronics,Webcam HD,2,51.88,0.0,103.76,103.76,62.26,41.5
107735,2025-11-02,South,Retail Store,Home Appliances,LED Lamp,1,102.15,0.0,102.15,102.15,59.25,42.9
106585,2025-09-16,South,Retail Store,Electronics,Bluetooth Speaker,4,20.97,0.0,83.88,83.88,50.33,33.55
109121,2025-12-26,North,Online,Electronics,Bluetooth Speaker,1,84.7,0.0,84.7,84.7,50.82,33.88
107274,2025-10-15,South,Online,Home Appliances,Electric Kettle,1,98.67,0.0,98.67,98.67,57.23,41.44
107847,2025-11-07,West,Retail Store,Office Supplies,Notebook Pack,2,21.85,0.0,43.7,43.7,19.67,24.03
104424,2025-06-24,South,Online,Home Appliances,Electric Kettle,1,71.41,0.0,71.41,71.41,41.42,29.99
108672,2025-12-09,East,Retail Store,Office Supplies,Whiteboard Marker Set,2,9.43,0.0,18.86,18.86,8.49,10.37
107701,2025-11-01,South,Online,Electronics,USB-C Hub,1,85.81,0.0,85.81,85.81,51.49,34.32
103234,2025-05-09,North,Online,Home Appliances,Desk Fan,1,109.68,0.0,109.68,109.68,63.61,46.07
102010,2025-03-22,South,Online,Office Supplies,Sticky Notes,1,19.33,0.0,19.33,19.33,8.7,10.63
102711,2025-04-19,North,Retail Store,Electronics,Webcam HD,3,41.78,10.0,125.34,112.81,75.2,37.61
102376,2025-04-05,West,Partner Reseller,Electronics,Bluetooth Speaker,2,58.89,0.0,117.78,117.78,70.67,47.11
102796,2025-04-22,NORTH,Online,Electronics,USB-C Hub,1,33.57,0.0,33.57,33.57,20.14,13.43
105699,2025-08-11,North,Retail Store,Electronics,Webcam HD,2,82.87,0.0,165.74,165.74,99.44,66.3
104239,2025-06-17,South,Online,Furniture,Office Chair,2,174.6,15.0,349.2,296.82,192.06,104.76
102096,2025-03-25,South,Online,Electronics,Bluetooth Speaker,2,33.92,0.0,67.84,67.84,40.7,27.14
104705,2025-07-04,West,Online,Electronics,Wireless Mouse,1,28.92,0.0,28.92,28.92,17.35,11.57
100928,2025-02-06,North,Online,Furniture,Standing Desk,1,314.69,0.0,314.69,314.69,173.08,141.61
102610,2025-04-15,West,Retail Store,Office Supplies,Notebook Pack,1,3.97,0.0,3.97,3.97,1.79,2.18
108228,2025-11-21,East,Online,Electronics,Wireless Mouse,3,78.79,0.0,236.37,236.37,141.82,94.55
104972,2025-07-15,South,Online,Office Supplies,Whiteboard Marker Set,2,19.74,0.0,39.48,39.48,17.77,21.71
101656,2025-03-08,West,Retail Store,Furniture,Office Chair,1,172.42,0.0,172.42,172.42,94.83,77.59
108810,2025-12-14,East,Online,Electronics,Wireless Mouse,1,32.58,0.0,32.58,32.58,19.55,13.03
101912,2025-03-19,West,Online,Electronics,Webcam HD,1,39.68,0.0,39.68,39.68,23.81,15.87
109160,2025-12-28,West,Online,Electronics,Wireless Mouse,1,30.39,5.0,30.39,28.87,18.23,10.64
101103,2025-02-13,North,Online,Electronics,USB-C Hub,1,39.3,5.0,39.3,37.34,23.58,13.76
101009,2025-02-10,West,Online,Office Supplies,Desk Organizer,1,19.83,,19.83,16.86,8.92,7.94
105936,2025-08-21,North,Online,Furniture,Filing Cabinet,1,151.82,0.0,151.82,151.82,83.5,68.32
106450,2025-09-10,West,Retail Store,Office Supplies,Whiteboard Marker Set,1,6.18,0.0,6.18,6.18,2.78,3.4
102986,2025-04-30,East,Retail Store,Electronics,Wireless Mouse,2,89.77,0.0,179.54,179.54,107.72,71.82
104228,2025-06-17,North,Online,Electronics,Webcam HD,1,31.47,0.0,31.47,31.47,18.88,12.59
104567,2025-06-29,West,Online,Home Appliances,LED Lamp,1,67.18,0.0,67.18,67.18,38.96,28.22
107974,2025-11-12,North,Partner Reseller,Home Appliances,Desk Fan,1,26.72,0.0,26.72,26.72,15.5,11.22
100235,2025-01-09,South,Online,Office Supplies,Desk Organizer,2,7.99,10.0,15.98,14.38,7.19,7.19
102177,2025-03-28,South,Online,Office Supplies,Notebook Pack,1,5.86,0.0,5.86,5.86,2.64,3.22
108556,2025-12-03,East,Online,Home Appliances,Air Purifier,1,50.6,0.0,50.6,50.6,29.35,21.25
104569,2025-06-29,South,Online,Electronics,Webcam HD,1,24.72,0.0,24.72,24.72,14.83,9.89
107663,2025-10-30,West,Partner Reseller,Electronics,Bluetooth Speaker,3,67.82,0.0,203.46,203.46,122.08,81.38
100080,2025-01-03,North,Online,Electronics,Bluetooth Speaker,1,24.05,0.0,24.05,24.05,14.43,9.62
102375,2025-04-05,East,Online,Furniture,Bookshelf,1,120.73,0.0,120.73,120.73,66.4,54.33
108136,2025-11-18,South,Online,Electronics,Bluetooth Speaker,3,27.27,5.0,81.81,77.72,49.09,28.63
101689,2025-03-10,West,Partner Reseller,Home Appliances,Desk Fan,1,98.63,0.0,98.63,98.63,57.21,41.42
107259,2025-10-15,West,Online,Office Supplies,Desk Organizer,1,5.49,10.0,5.49,4.94,2.47,2.47
108877,2025-12-16,East,Online,Office Supplies,Notebook Pack,1,14.07,0.0,14.07,14.07,6.33,7.74
106461,2025-09-11,East,Online,Home Appliances,Desk Fan,2,108.91,0.0,217.82,217.82,126.34,91.48
101267,2025-02-20,South,Online,Electronics,Bluetooth Speaker,3,89.59,0.0,268.77,268.77,161.26,107.51
108010,2025-11-13,South,Partner Reseller,Electronics,Wireless Mouse,1,68.87,10.0,68.87,61.98,41.32,20.66
104811,2025-07-08,West,Partner Reseller,Electronics,USB-C Hub,1,15.47,0.0,15.47,15.47,9.28,6.19
106436,2025-09-10,South,Online,Office Supplies,Notebook Pack,2,6.36,0.0,12.72,12.72,5.72,7.0
101454,2025-02-28,North,Online,Furniture,Filing Cabinet,1,98.68,15.0,98.68,83.88,54.27,29.61
101737,2025-03-11,South,Online,Office Supplies,Notebook Pack,1,14.92,10.0,14.92,13.43,6.71,6.72
107969,2025-11-11,North,Online,Office Supplies,Whiteboard Marker Set,1,5.93,0.0,5.93,5.93,2.67,3.26
108106,2025-11-17,North,Online,Home Appliances,Air Purifier,1,29.11,0.0,29.11,29.11,16.88,12.23
104145,2025-06-13,East,Partner Reseller,Office Supplies,Notebook Pack,1,17.36,0.0,17.36,17.36,7.81,9.55
103429,2025-05-17,South,Online,Home Appliances,LED Lamp,1,94.06,0.0,94.06,94.06,54.55,39.51
100577,2025-01-23,East,Online,Electronics,Wireless Mouse,1,89.59,0.0,89.59,89.59,53.75,35.84
106525,2025-09-13,South,Online,Home Appliances,Desk Fan,1,47.58,0.0,47.58,47.58,27.6,19.98
108581,2025-12-04,East,Online,Home Appliances,Air Purifier,6,56.64,5.0,339.84,322.85,197.11,125.74
104842,2025-07-10,East,Online,Home Appliances,LED Lamp,1,30.6,0.0,30.6,30.6,17.75,12.85
103664,2025-05-26,East,Retail Store,Furniture,Standing Desk,1,245.94,5.0,245.94,233.64,135.27,98.37
105616,2025-08-08,South,Online,Office Supplies,Notebook Pack,1,8.61,0.0,8.61,8.61,3.87,4.74
102753,2025-04-21,South,Retail Store,Office Supplies,Sticky Notes,2,23.78,0.0,47.56,47.56,21.4,26.16
101246,2025-02-19,West,Online,Furniture,Office Chair,1,164.44,10.0,164.44,148.0,90.44,57.56
107118,2025-10-09,South,Online,Office Supplies,Whiteboard Marker Set,1,23.42,0.0,23.42,23.42,10.54,12.88
108360,2025-11-26,West,Online,Electronics,Wireless Mouse,3,34.98,0.0,104.94,104.94,62.96,41.98
103620,2025-05-24,North,Online,Home Appliances,LED Lamp,2,46.46,0.0,92.92,92.92,53.89,39.03
106197,2025-08-31,North,Retail Store,Office Supplies,Desk Organizer,1,4.68,15.0,4.68,3.98,2.11,1.87
105247,2025-07-24,South,Partner Reseller,Electronics,Wireless Mouse,2,88.36,5.0,176.72,167.88,106.03,61.85
104747,2025-07-06,North,Retail Store,Electronics,Webcam HD,1,75.09,0.0,75.09,75.09,45.05,30.04
100843,2025-02-03,East,Online,Home Appliances,Air Purifier,1,22.36,0.0,22.36,22.36,12.97,9.39
104645,2025-07-02,North,Retail Store,Home Appliances,LED Lamp,1,48.35,0.0,48.35,48.35,28.04,20.31
102331,2025-04-03,North,Retail Store,Office Supplies,Whiteboard Marker Set,1,12.59,0.0,12.59,12.59,5.67,6.92
102497,2025-04-10,North,Online,Electronics,USB-C Hub,1,64.5,0.0,64.5,64.5,38.7,25.8
100092,2025-01-04,North,Retail Store,Furniture,Standing Desk,1,104.77,0.0,104.77,104.77,57.62,47.15
105920,2025-08-20,North,Retail Store,Electronics,Bluetooth Speaker,2,88.27,0.0,176.54,176.54,105.92,70.62
103464,2025-05-19,North,Online,Office Supplies,Notebook Pack,2,14.46,0.0,28.92,28.92,13.01,15.91
107411,2025-10-20,North,Online,Electronics,Bluetooth Speaker,1,72.61,0.0,72.61,72.61,43.57,29.04
104876,2025-07-11,South,Online,Electronics,USB-C Hub,1,69.72,5.0,69.72,66.23,41.83,24.4
103989,2025-06-08,South,Retail Store,Electronics,Bluetooth Speaker,1,87.88,0.0,87.88,87.88,52.73,35.15
100417,2025-01-17,North,Online,Furniture,Standing Desk,1,327.97,5.0,327.97,311.57,180.38,131.19
104444,2025-06-24,South,Online,Office Supplies,Desk Organizer,1,17.39,0.0,17.39,17.39,7.83,9.56
105439,2025-08-02,West,Online,Office Supplies,Notebook Pack,1,4.26,0.0,4.26,4.26,1.92,2.34
104889,2025-07-11,North,Retail Store,Office Supplies,Whiteboard Marker Set,1,22.18,0.0,22.18,22.18,9.98,12.2
104740,2025-07-06,West,Retail Store,Home Appliances,Air Purifier,1,107.82,0.0,107.82,107.82,62.54,45.28
102890,2025-04-25,East,Retail Store,Home Appliances,Electric Kettle,1,116.63,10.0,116.63,104.97,67.65,37.32
101022,2025-02-10,East,Online,Home Appliances,Desk Fan,1,57.8,0.0,57.8,57.8,33.52,24.28
108699,2025-12-10,East,Retail Store,Home Appliances,Electric Kettle,6,117.09,0.0,702.54,702.54,407.47,295.07
